S/N,review_text,category
13795,"I have mixed feelings for temu lol. I love all the stuff I've received but hate with all my purchases I have yet been able to get anything from promotions even after completing all the purchases an tasks to win some. Hopefully they changed that up an give more easier ways to win coupons, credits and free stuff!",general_inquiry
13796,items taking far to long to arrived. not sure if it will be land delivery on ordering them waiting 2 months for items. awful lately. asking to return a £3 item that came damaged.,delivery_shipping
13797,worst experience. half yhe time card payments don't go through and the other half they cancel orders. Will rather use different stores and apps,billing
13798,"I was so disappointed with the service of jumia pickup station at Onitsha central location Owerri road , being it two days now I having going just to pick up my package,it so was frustrated and annoying experience which I had over there , using 1hour to attend to a single person it was so irritating, with huge cluster crowd of people , they couldn't be able to attend , leave other frustrated,some are leaving in anger without there package,some are shouting due to bad experience they had ,",customer_service
13799,"while it promises delivery within 60 minutes, you only get delivery options to choose from 2 to 3 hours later. Then they shop your food early and it stands hours before delivery. I do not order hot food from the deli to receive cold food. You should change the 60 60 name for sure",delivery_shipping
13800,"The reason a person would order something on takealot is because you would have seen a photo on the app of an item you were thinking of buying. But then, after reading the description of the item and seeing the pictures provided, you would order an item. But the item that they send to you is not the same as what you ordered. I have had to return the item to takealot 5 times because they have not sent the item that I have bought. It is pathetic that this company does not only get it wrong ones.",refund_return
13801,Terrible i placed my order at 12.11pm delivery is after 4pm.There is no convenience at all.Bakery items are not fresh and bread is clearly not handled with care.,delivery_shipping
13802,"I love the prices. I find it confusing that some things come from local warehouses and others from China, and you can't always tell what's from where. I don't like that ""free items"" are seldom free. I like the variety and quality of items. I don't like the fake games leading you to think you are getting a deal.",general_inquiry
13803,"the app is good and reliable but the delivery fee is becoming too much... I bought a product of 2900, I ended up paying 5155 for it the delivery money is too much and is discouraging 😞",billing
13805,the free stuff isn't free it lies about all the cheap stuff it says you can get. nothing that is free or a decent price is ever in stock.,product_defect
13806,"Worst customer care of any food delivery app/service that I have ever used. If you have a preferred restaurant or shop, then use their in-house apps instead of using Glovo. Glovo has a way of dodging matters when you file any complaints, and yes, you will always find what to complain about because their service often sucks. I wouldn't recommend Glovo over other similar alternatives.",customer_service
13807,"The customer support is AI, zero human interaction, the couriers are foreign and they take 1h to deliver food after its ready, very very poor sistem not recommended.",delivery_shipping
13808,"So at first I really enjoyed the service and recommended it, however what I've noticed is that Checkers 60/60 is losing its name... it's not delivering in 60 minutes anymore. it now submits an order early but only delivers in the next timeslot. So it actually takes more than 60 minutes to now deliver.",delivery_shipping
13809,prices change as you put them in the cart.,billing
13810,"My first second time shoping, still waiting first order.",delivery_shipping
13811,"They take your time shoving an endless dummy list that has never a thing that sane man would ever need. + I placed an order over 50£, paid successfully. for some reason it started requesting me for a screenshot. What banking app would allow one to take a screenshot of private content? it's pending now and instead of 2 days it's still being processed 2 day. I have explained everything to an operator and he wrote the same text to me back without acknowledging my message. that's embarrassing....",customer_service
13812,"The delivery station at Eleko junction, the attendant is very rude",customer_service
13813,find great stuff on Takealot but the payment part is n bit confusing when it is processing... not always sure did I now pay twice for 1 product or not....,billing
13814,why the app doesnt show the option to cancel orders.,subscription_cancel
13815,"just cheating, fake offers, they made you place 10 orders to get free items. and that all should be within the limited product options. sometimes you may not get free or cash back, even after you meet all requirements. you just get a message saying ""do one more transaction"" to get them. and, you know quality is very poor. no proper description.",fraud_unauthorized
13816,"Literally this is Aliexpresss. Its all the exact same listings... about 99.99% of reviews are fake. Some fun things, but many items are misrepresented. Gettin sick of the fake listings making things look high quality, just to receive literal garbage from this app.",product_defect
13817,shocking. ordered item and not shown as out of stock. then item not delivered then called the helpline who was full of excuses ordered said item immediately after and guess what. item not out of stock!!!!! Not helpful call centre and im charged twice for delivery fees Is this robbing their customers?,billing
13818,some items are hit and miss but overall its okay...,general_inquiry
13819,"I have had mostly good experiences with Temu, but I have also had some bad ones. Some of the pictures of your products make them look better or bigger than what they are. When you read a description of an item, you wanna buy. Make sure it's what you're going to get because Temu will not make it right no matter how much Proof you have!",product_defect
13820,"The app lacks many features that the competitors have. No favorites, no scheduling, restaurants working times not shown on the first page but you have to open a page for that, which is annoying, can't see old customer support conversations, delivery details randomly disappearing. Contacted support when they disappeared, since I had to go outside on the street because the courier had no instructions. Support at first said it was my own fault for not checking if they are correct before I order.",delivery_shipping
13821,"my experience with shein has been ok until I was dumb enough to believe they would give free expensive items for real that are from the rewards or coupons that keeps appearing whenever I open the app and would ask to choose any of those expensive items. then, it would ask you to choose one item that you would actually pay for. I choose a cheap one cause I didnt have much money. shokingly the shipping fee was a lot more pricey. I thought it was because of the ""free"" items but it didnt come with",billing
13822,"always when I buy ready food I receive backdated food even I stated my preferences they rather patch new price sticker in top of the new one as if the food are fresh ,I am not happy about checkers sixty Vanderbiltpark. I will now start ordering other things than food. I ordered muffins that can last till Monday morning and I requested the one which was prepared today or yesterday atleast but they delivered the one sell date is tomorrow, how are they going to last till Monday in this case ?",product_defect
13823,shein is not store but always delayed iterms of parcel delivery,delivery_shipping
13824,"They steal you money and won't deliver the food you ordered. If a courier mixes up an address and has his phone turned off - it's your problem, not theirs.",delivery_shipping
13826,one complaint I have about Temu is the kind of trick you into buying more than your planning to with promising of credits that you don't actually receive. they also pick and choose what items in your cart can be purchased together. some items you may have to spend more money in order to buy.,billing
13827,Your items are good,general_inquiry
13828,"Prices are good, but the coupon animations are tacky and get in the way of shopping. Search could be better.",general_inquiry
13830,"Can't track my orders they all disappeared after payments, what's wrong damn",delivery_shipping
13831,I ordered the 5 free iyems and chose 3 items and I only received the 3 items 78$ just chose 8 items spun for 100 %free the chose not free 3 items and the free stuff disappeared what a scam,fraud_unauthorized
13832,"You should provide the customer with an option to confirm whether they wish to proceed with the order when they have selected an item that is part of a combo, especially if the item is out of stock after payment has been processed, rather than simply increasing the total amount and debiting it from their bank.",billing
13833,Very slow on your return team I applied for return and refund but now it's almost two week without any response and I yet to be refunded so dissapointed and dissatisfied,refund_return
13834,"My experience so far is bad. I made a return for an item I didn't like after purchase.. the refund policy on the app says 2-9 working days.. the item has been in review for over 3 weeks, and I'm yet to get my refund. I have called the customer care team, and they keep postponing the date for the refund without any reason",refund_return
13835,"it a shame that all the online shopping I met are scams i couldn't bring myself to believe you guys are no less. I sent 5,270 for purchase of an item,then you said you refund,I went to my bank I couldn't find any money there I went back to your cc and you said it from your side and you'd return the money and get back to me,I waited but what you did next wasn't an expectation,you guys cleared the chat and till now my money is stock with you guys. scammm!!!!!!!!!",refund_return
13836,"Your drivers are incompetent at times. I uploaded my details on the app so that when the driver arrives for delivery they are able to call but this one beeped once and left without calling or anything, get your drivers to act right.",delivery_shipping
13837,ordered 9 to 12 months. more like 24 months,product_defect
13838,"Don't install this trash, it keeps on saying free but its a scam",fraud_unauthorized
13839,"I love it,I hope it will not take so long in delivery my order",general_inquiry
13840,not as user friendly as Temu. also prices seemed higher.,general_inquiry
13841,Glovo was working well till recently. All of a sudden I couldn't place orders and the Glovo staff just kept telling me to reinstall the app. Used to use it a couple of times a week and was a Glovo prime subscriber.,account_access
13842,The app is broken and I can not contact support.,customer_service
13843,"😭This is the worst online business when it comes to refund. It's being a week now since I applied for my return/ refund and the product is still on transit, I tried reaching out to the customer care services, there's no change. I mean kwani inarudishwa na meli toka Middle east.",refund_return
13844,poor program my order has been in transit now for 18 days,delivery_shipping
13845,Something wrong with update. payment doesn't work until you try exit then you get an option to add payment. frustrating. why change things that were working perfectly just to break it?,account_access
13846,Takealot is a fine app but the problem is the delivery guys. Then sent me a message saying they'll be at my door in 1hr and I waited for 5 hrs. Then they called and said unfortunately I missed my order time they didn't even come.,delivery_shipping
13847,"good product so far and also able to return if you don't like it , so I think that's idea is good but I will be glad if the delivery date is short or even if same day delivery can be done maybe against emergency.. pls kindly work on that",general_inquiry
13848,Puro polyester overpriced pa,product_defect
13849,"it's a very bad experience more than once. the support is very rude and doesn't help and act just as scammers. one time I ordered certain food and I got a wrong food which I don't eat and I threw it, and they didn't fix it. and now I didn't even get my order and they claimed that the courier contacted me and I sent them my call history and no one called me, so they are just acting as robots and lying, the customer experience can't be worse than that. you just made me so so angry",delivery_shipping
13850,bad experience bad quality bad refund service self refund and the warehouse in other country are you joking the Cloth is rubber not clothes sizes are not accurate all different I orderd one time and it will be my last Time ordering for sure,refund_return
13851,"I have sent emails, it keeps bouncing back, I have reached out to support on the app still nothing, I need a refund of the transfer I made on the 27th of May and I couldn't process my order, a customer service agent said it would be looked into but no response yet. There are no contact numbers, for situations like this.",refund_return
13852,"Haven't had a good experience with takealot in many years. Frequently, they have the wrong items delivered, and we even received a box of essentially garbage once. Avoid.",delivery_shipping
13853,"I sign up for free products. So I can try them out. This would make up my mind to order, but never got anything.",fraud_unauthorized
13854,"I have placed an order for your baked muffins. All of them were not fresh at all .biggest regret ever .please do better. when you say freshly baked, maintain the standard. 😪😪",product_defect
13855,"price shown changes rapidly either it is more or less than bargend for, not sure how to trust the app... after searching something on the app it also shows during the next add about shein making me feel like my privacy is being extremely violated... I'm hoping that they will fix their bugs as the app use to be wonderful in the past. they state that bugs are fix but it's not...",billing
13856,"The expirience is very bad. Deliveries take very long time to arrive, the estimated time of delivery keeps on changing. It doesn't make sense to wait for four hours for your delivery",delivery_shipping
13857,just let me click on the item I want and stop spamming so many types of ads in my whole screen 😬,general_inquiry
13858,you people normally take alot of time delivering goods which it's not good at all I ordered 3 days ago yet hasent been in transit and this ain't my first time experiencing this,delivery_shipping
13859,good day overall had good experience with 60/60 until today ..my order contained sosaties that ended up as soup @ my door ... poor product quality indeed,product_defect
13860,prices on the app n on checkout differ which isnt fair,billing
13861,"Unavailable change delivery adress after confirm when delivery has not taken yet, i lost my money for nothing, this is the reason why i never use bolt food app again. Indian food delivers in Lithuania driving cars unsafety.",delivery_shipping
13862,"Worst online shopping app ever. They deliver packages to their own destination, no customer care assistance. I DO NOT RECCOMEND",delivery_shipping
13863,"mine is like a suggestion . I really want to go shopping on this app, too, but since I don't have a bank card or debit card, it's kinda impossible for me I'm just suggesting that maybe if u add mobile money to the payment method, it will help a lot of us",general_inquiry
13864,can't even add a coke after an order 0 starts wolt much better . u can add alot for free,general_inquiry
13865,"im dissatisfied with this app since 25th December I paid online for a particular item and it has reached the designated pick up station, i got a message yesterday that i would get a call from the delivery agent.So i waited and waited no call came and i was low on airtime so the next day i bought airtime called the delivery man and instead of him to apologize and tell me he'd bring it so so time that my phone has to be active as they usually do, he was saying i should have called him instead 😒",delivery_shipping
13866,"Offsite Delivery. I use this app, but the only issue I have encountered since I began using it is, I can't buy my girl or even friends some lunch or breakfast if they are not at the same location like me. Please add the option for me to input a different location.",general_inquiry
13867,The farmland gift is a scam they will ask you to keep inviting people till you get frustrated and for the free gift they won't add it to your orders,fraud_unauthorized
13868,Some items are not real,product_defect
13869,"I find an enormous amount of cool, unusual, and inexpensive items on Temu. The one thing I don't like about the site though is all the BS gimmicks every. single. time. I. login. Especially since they are so fake, showing that you got a 90% discount it but when you go to checkout, you have to spend more money and this one item doesn't quality, or add $3 to your cart so you add $5, and then it congratulates and you says you still have to spend ability working.",billing
13870,"I am honestly 5min away from deleting this app. If I order food on Wolt, I can just relax and wait. If I order food using Bolt it's like a russian roulette of food delivery, sometimes its great other times it's insanely frustrating and useless. And on the times it's frustrating good luck getting through to the customer support, breaking through the robot assistant and getting an actual person to help is a chore and once you do get an actual person they take ages to reply.",customer_service
13871,"The guys who are holding you up as an entity..is your delivery team. Those guys are relentless and professional. However as for your app. FIRE YOUR SOFTWARE ENGINEERS/CONSULTANTS! They did you real dirty. This app was so smooth & functional BEFORE THE DIARRHOEA OF UPDATES. The app is SO UNRESPONSIVE NOW. IT IS SLUGGISH, SLOW AND UNNECESSARILY CONVOLUTED. Logging in is now a gamble on a lengthy process. SOMETIMES, LESS = MORE. ***AND NOBODY LIKES/APPRECIATES UPDATES YOU CAN'T OPT OUT OF !!!!!",account_access
13872,"No human support, only ChatGPT v0.2.",customer_service
13873,"Lots to buy at Temu, but you should check prices with other vendors, especially with art materials. Not everything is cheap as discount prices are deceptive, also you need to include delivery charges. Too much advertising is a turn off so l have uninstalled app and unsubscribed.",general_inquiry
13874,I'm sharing my experience today on social. Screenshot taken. You could not deliver. Yet Pick & Pay delivered. Sadly cost me more but service was excellent 👌,delivery_shipping
13875,worst app to ask for delivery. basically deny contact with operator and refuse to speak with you if you want to cancel order,customer_service
13876,"The Temu app is good for cheap items and for those looking for good deals. However, if you want peace of mind, turn off notifications and shop freely. Before buying, compare the same product within the app, as prices vary.",general_inquiry
13877,"So I bought the bolt plus but every order still takes way too long these days. The food usually comes cold. With the prices that are usually higher than buying in person this does not really hold the value anymore. Although some restaruants would be too far for me to reach without this app, at least I would have experienced the food fresh and warm, if I visited them in person. Mostly using on iOs, but sometimes on Google too.",delivery_shipping
13878,More often than not the packer doesn't give me what I ordered.,product_defect
13879,An item I really wanted was out of stock but I found R600 Cheaper on Loot 🤷🏽‍♀️,general_inquiry
13880,"""Weather condition fee"" taxă 5 lei şi afara nu ploua, nu ningea, era doar frig, ceva normal în noiembrie..",billing
13881,my biggest problem with this app is that it says you're going to get free stuff so it get sucked into the deal and then you have to buy more items after the first item that sucked you in and said youd get the free gifts. so you have to buy more items for each free item to earn the free items and gices.you minimum checkout amounts in order to earn each free item.,billing
13882,Stop interrupting me buying stuff on your app with full page sized banner pop up ads advertising items for me to buy on your app,general_inquiry
13883,I don't like how you scam people telling them that they have free gifts or so much credit and you make them buy something and it doesn't happen. that's called scamming,fraud_unauthorized
13884,what you order doesn't come exactly like described or shown,product_defect
13885,Fairly good prices. A limited variety. But gets the job done,general_inquiry
13886,"disappointed what I ordered and what I received was not good .. slightly burnt food nothing like what was put on display .,no cutlery napkins and even sauces .. I will not recommend this place to anyone",product_defect
13887,"it took almost 2 hours for me to get my order I shared live location but the rider couldn't see me location. Even on the app, it took forever to receive the code",delivery_shipping
13888,Very useless app there flash sale are nothing but scams this app is useless and doesn't deserve a star very poor app,fraud_unauthorized
13889,everything is a hit and miss. even if you read the reviews you don't know if it's a bot or the real deal. I would say I'm only happy with half of my orders.,product_defect
13890,Have good but take it 9 days for delivery 😏😏,delivery_shipping
13892,received as ordered,general_inquiry
13893,I have place the finish dishwasher tablets combo twice. Both times I did not receive the tablets but we charged for the cleaner that is supposed to be free with the combo. please refund me,refund_return
13894,"the app is good and easy to use, the only thing negative I have to say about temu itself is the so say promotions when you're in the app are a joke. but all in all you get better prices on temu than you do another very big seller similar!",general_inquiry
13895,"I have been having a good experience with you before you decided to rip me. I felt robbed. I ordered food at a discounted price only for you to double the price of food after I have made the order. Fir peace to reign, I paid the price I didn't budget for. You should have made your calculations before putting a price. We agreed on a particular price and you changed it at the last minute. I feel robbed and this has changed my perception about your app. and I tell you it's not good.",billing
13896,"After your app update I have been having trouble with payment. App asked to verify card payment which I did yet it can't initiate payment, I had to reorder 3 x and even tried to add a new card and it continued to say payment failed. Not sure what is going on but it's very frustrating",account_access
13897,delivery locations are not supposed to be in specific places,general_inquiry
13898,"every time i order i have problems, always missing items or the app doesent work right, tired of talking with the AI",product_defect
13899,Takealot are thieves/scammers; they mislead and rip off customers. Their customer service is pathetic and unprofessional.,customer_service
13900,Don't waste your time ordering from takealot. I have been ordering from them for over 4 years. They were quick and delivered on time from the begining deliveries were within days. Soon it went to weeks before delivery. My last order was placed on February 28th 2026 and now delivery will be in April 16. this is beyond insane. Ordering from Temu or AliExpress is faster within w weeks. Contacting takealot directly is an even bigger nightmare. SAVE YOURSELF FROM THE STRESS.,delivery_shipping
13901,prices don't add up correctly when you go to check out. 175.00 order with free shipping add up to 225.00. I'm about done with Shein & Temu!,billing
13902,Half the time I'm receiving rotten items when ordering on the app. If that is not the case incorrect or missing items,product_defect
13903,Good App but what is the point of scheduling delivery times if they just deliver at anytime they want. This has happened on multiple occasions now.,delivery_shipping
13904,I will see after i have received my order,general_inquiry
13906,Nice but slow at delivering even it passes their own given delivery day,delivery_shipping
13907,"I've purchased a few items from these guys the, the first one quality was so cheap but over priced, I could have found the same table for less from the shop. Next item was a toy gun, also turned out to not be as advertised, overpriced and terrible quality. Now I recently bought earphones and paid quite a bit, also terrible quality but overpriced. I will never buy here ever again.",product_defect
13908,Customer experience is really bad. There's no option to talk to an agent if there's an error with your order and the options given for reporting issues aren't comprehensive.,customer_service
13909,cannot manage its suppliers and inventory and advertises products that are not in stock only to have your orders canceled several days after placing it.,delivery_shipping
13910,half of their stuff does not come as described it's much smaller or breaks much faster however they do refund your money most of the time,product_defect
13911,"The free delivery just got ridiculous. I now use the app's pricing to find alternative stores with better pricing. Look at my shopping history... I will hardly be buying from takealot. Dont be a ""spur"" lol.",general_inquiry
13912,I was waiting for food for 2 hours and they kept changing the times. contact center is nowhere to be found as well just generic option telling me that i also cant cancel my order.,delivery_shipping
13913,orders dont get delivered,delivery_shipping
13914,Runs big. The top of the shoes are sunken. Would not order again.,product_defect
13915,"I've used this app many times, but my recent large order was delivered to the wrong apartment and marked as delivered when it wasn't. I almost lost a lot of money. Suggested fix: add an optional OTP or delivery code so customers can confirm delivery to the correct address. I've also had several drivers refuse to enter my estate, forcing me to walk and collect my order. A delivery service should deliver to your door.",delivery_shipping
13916,"The most annoying app ever. Drivers always get lost, the app doesn't update on the status of the order or where the driver is, sometimes drivers don't even pick up your order for over an hour after it's ready. Uber eats is better",delivery_shipping
13917,am starting to use the app so far cheap than other online shopping apps I will give full review on delivery speed,general_inquiry
13918,Sixty/60 please can you block your app for towns where you don't have drivers cause its an inconvenience to do your shopping online and check out and then after and hour your money is refunded and that cause there is no drivers so please block the app stating that some areas don't have drivers as soon as problem is resolved the app will work again we don't have money to waste thank you,delivery_shipping
13919,"I order a headboard. It arrives broken, wet and mouldy. Completely disgusting and unsafe. I log a return and a swap for a new one. They collect it. I get an update saying the new one will be delivered. It didn't arrive, and the app had no updates. I logged a query. Next day, still no updates. I chase the query, no updates. I try to look for a number to call so I can talk to a human being. nothing. I want my money back, including the ridiculous delivery fee.",refund_return
13920,"This is the worst experience I have had with Takealot, late with ship date so I enquire about it got told it will be there as stated on the order which it never did arrive. My package gets rescheduled without being notified and told that it will be there and still not delivered,it's the dishonesty for me saying that they were there and couldn't get a hold of anyone to make the delivery but never arrived is crazy. There is no direct way of getting ahold of anyone who has your package.",delivery_shipping
13921,the app is 💯 user friendly but they have the worst customer service. Their customer service is so poor that you can hardly get through to them,customer_service
13922,"worse delivery app they don't deliver, call, just keep sending these silly messages, ur order will be delivered today, will today was a month ago!",delivery_shipping
13923,shipped wrong item. ordered a necklace and received an ugly scarf,delivery_shipping
13924,"We've done 10 orders using this app, our last few order was missing half of the items or they were wrong. The issue was fixed as we called the support, but the call Centre was very friendly and helpful. We then received wrong items aswell on different occasions but was told it's in stock and was invoiced as if in stock. Upon bringing the missing items, the delivery guy was rude and made it seem it was our fault the items were not delivered.",delivery_shipping
13925,At least you should provide bank transfer payment method,general_inquiry
13926,very hard to edit the address. hard for us and for the delivery people too,general_inquiry
13927,"So we have paid an order which was supposed to arrive in approximately 1 hour as said in the app. It kept us waiting for 2.5 hours after which we got the email saying it was canceled due to unexpected issue with the courier??! Ruined the night and experience completely. This is the last time I ordered via Glovo, from now on Wolt only, at least their customer support does their job pretty well and actually care about customer experience...",delivery_shipping
13928,"I placed my order on Saturday evening,knowing that my order would be delivered on the morning of Sunday. the delivery called me,I directed him to my place, and within a few minutes,my order was canceled. I tried to call him twice, but he didn't answer my call. to my knowledge, if they don't deliver in my area,I wouldn't be able to buy through the app. I emailed them, and even today,I didn't get any response. I have money in my wallet,how am I going to use it if they don't deliver in my area?",delivery_shipping
13929,You don't have payment on delivery option,general_inquiry
13930,"As a Nigerian User. For several months, I have been unable to add my card details for payment method. I have used cards from 3 different banks (both Visa and Mastercard). I also wonder why Spain is the default country? It has forced me to pay cash for my order. I need to know if this is deliberate. Your response is needed here please.",account_access
13931,I order i dont receive,delivery_shipping
13932,should be lower priced hopefully material is good quality,general_inquiry
13933,I have always liked the 60 app. lately when I schedule stuff for a timeslot it arrives out of the time slot. My husband and I work long hours therefore I schedule stuff to be delivered when we are at home. Lately they just deliver whenever to move on to the next order. This is very inconvenient since I have to then constantly be on the phone to sort the time schedule problem. I am very upset. something ment to help me is now frustrating me endlessly.,delivery_shipping
13934,"Sometimes I order cold drinks its luke warm ,chocolates are broken and bananas are green . I'm not very happy with that. yes its quick and convenient but to get service like that ain't nice. I did let it slide a couple times but not today. please tell the packing and delivery staff to treat the buyers things they paid for. regards Jandre",product_defect
13935,love Checkers but online ordering is user unfriendly,general_inquiry
13936,"App is good and handy, HOWEVER.. I've paid for Glovo Prime for two months now, and it does NOT give you free delivery. Which is what I bought it for. Won't be using Prime again.",subscription_cancel
13937,They need to add somewhere on screen minimum order price and make service fee optional,general_inquiry
13938,Got only 2 items instead of the 8 promised as free gifts,delivery_shipping
13939,"The promotion turned out to be a scam. It was advertised as “₱0.00” or zero cost, but in order to avail of it, you are required to place an order first and pay using a Visa card. Afterward, the so-called free item is not actually guaranteed, as it requires competing with other users, and there is no assurance that you will receive it.",fraud_unauthorized
13940,"Amazon is kicking your butt. This use to be quick and easy. Packages are late, need to pay delivery. I for one like to support south African product, too a point, and I have reached that point. Chinese products for triple the price..",delivery_shipping
13941,"Not honest at all. The prices posted are different immediately you add them to the cart. what's the point of showing us products with prices and then increasing in the cart, that had sent me flying off ya app and I am sure a lot of people had done the same. Be honest for once biko!",billing
13942,the sellers are criminal they don't give what you ordered complete after payment and the customer service is very useless they can't do anything when you called many times they can't even contact the seller very useless app,delivery_shipping
13943,delivers in time without delay,general_inquiry
13944,jumia is one of my best apps but my problem is that when you item arrives they give you 5days to pick it up buh how wish is up to 7or8 days it would be better if you guys do something about this I will edit my review,general_inquiry
13945,I really like the app it has a lot of good items but honestly they are scamming me because they told me to invite friends and get free gifts then it will say one more coin and if I invite it still doesn't work and I'm very disappointed 😞🙁 and also u guys keep on insisting that we need to add more items to cart but what of some people who only want just one or two products pls remove the limit,fraud_unauthorized
13946,"For a ride or delivery app, it makes no sense to not create room for cancellation for at least, the very first minute for people who might need to. You thereby leave riders at the mercy of users who might choose not to show up for their orders, especially if the user chose cash payment option. Think through it",subscription_cancel
13947,"I really love the app, but why is it that I place and order from 4th of this month, telling me that my order will be deliver to me between 14-29 of this month, but on 23rd checking the app and my email, it shows order delivered and mark green, which sincerely speaking I didn't receive the package, and the wird thing is that the DELLYMAN num there, is unreachable since..well I place a refund and they have refunded it... thankfully",delivery_shipping
13948,when we order for cake there send the wroug cakes,delivery_shipping
13949,"The process of finding and selecting items is great, but I always struggle with the card payment side. I approve the payment in the Nedbank way, but the app 99% reports a problem. The retry function does not work. Then mysteriously I get the payment confirmation from both Nedbank (sms) and Checkers (email). Sometimes it doesn't and I must recapture the whole cart again!",billing
13950,"it's not bad,but their prices is too much",general_inquiry
13951,"Dishonest, deceptive, and predatory pricing on everything! They scam you with inflated prices—listing items as 50% off when, in fact, the retail value is even lower than the so-called ""special price."" Do not trust this platform! These people need to be held accountable.",billing
13952,"terrible just terrible I ordered lunch food for my kid and stationary ,not all the items came and then they reply by saying they will open up an investigation",delivery_shipping
13953,Orders are taking to long now 😠,delivery_shipping
13954,jumia seller ther are cheating jumia customer. the seller are selling fake and repaired items. its very bad. and if customer complain than jumia staff also not listening jumia customer. the staff also helping of seller. we are totally not happy. they are cheating selling faulty items,product_defect
13955,"Delivery was quick. Driver was very polite. However, very disappointed with 2 of the products, cheese was stale and tasted awful, shaved chicken was sour.",product_defect
13956,There doesn't seem to be the possibility of ordering food for a later delivery (i.e. not for immediate delivery).,general_inquiry
13957,"I like the app, but it has bugs, i never used it to order from a grocery store, and never again, i will put something in my basket as soon as i fo to check out, i see that an item i placed was missing, went back, placed it again, checked out and realized a different item was removed but im being charged for!? And of course the item was not delivered. Says add items worth 19.99 to avoid delivery fee and still charges me for delivery fee. And so many other bugs",billing
13958,"Everything's great until something goes wrong with your order. I ordered a McDonald's meal, and they forgot the main dish. I asked for a refund, gave them all the info, and got back 10% of the missing dish's cost, wow. I called support, and they said that's the most they could do and promised to pay extra attention to my future orders. Yeah, a personal order checker, for some reason I really doubt it. This refund situation left a really negative impression.",refund_return
13959,"I've been using the app since day 1. t The most frustrating thing is the addition of the Hyper deliveries. What would work better is if one could choose Hyper or 60 delivery right at the beginning, on the home page. Then only that store's products must appear as available. The app is also really slow. and not always accurate. My sister and I were both on the app at the same time, looking for exactly the same items, from the same store, to the same address & we couldn't find the same items.",general_inquiry
13960,"Note: this is an honest review from a 4-year customer. For the most part, the app is okay. Prices, while inflated, are still lower on most things. Promos, all scams but the coupons are okay. They have a rewards program, but it's in no way a loyalty program as it is built to cheat customers out of money. The phrase ""you get what you paid for"" only applies when it benefits the company. There have been several items that were not delivered and ""customer service"" was not helpful at all. Such a joke.",delivery_shipping
13961,Overall satisfied with service. BUT attempted to load the R99 payment option for almost a year without success.,billing
13962,Slow delivery. Cold food. Do not recommend.,delivery_shipping
13963,It could be better if you people merged orders made by one person such that we could pay as one then again packaged in one to avoid unnecessary delays and etc.,general_inquiry
13964,"I have ordered twice so far and both times, the products I got were not what was described. I am disappointed so far with my experience especially that I am importing these products to Zambia so returns are really difficult. Do better with getting the orders right.",product_defect
13965,invite invite scam,fraud_unauthorized
13966,"overall I like Temu. i have gotten some nice things. but lately, have had some issues, like finding a really good deal buying several of the item. it sits in a processing status for weeks, then, they cancel the order with no compensation of the $5 late fee. They send me a promotion in their messaging system several times a day, within their app and when you open it it tells you that the campaign has expired even if they've just sent it. The customer support is unhelpful.",delivery_shipping
13967,taking items from my cart is unethical I'm waiting on funds to pay lit of money for my orders,billing
13968,"So the website is great! My issues are items not true to their size, and description. I've gotten items like hats that smelled and were smashed and they were non returnable. But overall im satisfied, I just tend to spend less because of those issues.",product_defect
13969,"worst online shopping app ever, one thing about takealot they will always disappoint their consumers. I ordered shoes but they decided to deliver completely different shoes I would say they had a mistake when packaging but I noticed the shoes size were also wrong. the shoes delivered actually cost less that the ones I ordered.",delivery_shipping
13970,Why can't we choose the checkers to shop from? The one that the app chooses always has things out of stock and when I go to the shop there is an abundance of the item. So clearly the one the app nominated is the problem.,general_inquiry
13971,I ordered for something and I haven't been to your office claim and you're sending me the msg to rate the goods I have never set my eyes on. is that not a fraud?,delivery_shipping
13972,"my order was very late,that evn my kids, xould not wear for 16th of Dec,25 Dec n 01 of January ,i was very angry. I couldn't evn get the courier guys on the phone,evn though my parcel was already i. SA",delivery_shipping
13973,Please fix your filter functionality!! Min price - Goes from 0 to R150 to R500?!! Categories - Can't select more than one main category?!!,general_inquiry
13974,"Great app but Incompetent with refund, do better!",refund_return
13976,"Terrible customer support! 99% delayed deliveries, random automatic order cancelations with message ""canceled as requested"" they reduced refund time and completely ruined support. Just use another delivery. don't waste your time.",delivery_shipping
13977,prices go up when u buy different to advertisements,billing
13980,"My disappointments started right from the first use of the App. My first order delayed so much that I gave up. I used the App again another time and was asked to clear my NEGATIVE BALANCE OF ¢63.10 which I clearly didn't know where that came from. I therefore had to contact customer support team for that undeserving debt to be cleared. At this point, I'm not sure if the developers of the App do that to take money from unsuspecting customers or it's actually a system error.",billing
13981,"Hello Glovo Support, I am writing to make a formal complaint regarding multiple refunds that I have not received. This is not the first time this has happened. On several occasions, money was charged from my account, but I was not refunded despite being informed that I would receive a refund. I am very disappointed with this situation and request that you urgently review my account and process all outstanding refunds. Please provide a clear explanation of why my refunds have not been issued",refund_return
13982,even if my address is outside your delivery radar I still would like to check products .You app does not allow it .It sucks,general_inquiry
13983,"this app works perfectly well until you want to return something, it will lag, it will crash, it will freeze up, anything that can go wrong will go wrong... I bought an item with false marketing and for the past three days I have not been able to initiate a return because when it's time for me to choose the station to drop off the product, the app will freeze and no matter how long I wait, it just stays stuck there... thanks for reminding to walk to a store and get what I need next time",refund_return
